Lead ID,Company Name,Website,Country,City,Industry,Lead Category,Company Description,Contact Name,Job Title,Business Email,Email Source,LinkedIn,Company LinkedIn,Evidence URL,Evidence Type,Evidence Summary,Likely Business Problem,Potential Dashboard Solution,Personalization Angle,Lead Quality,Email Status,Notes
DP-0237,SynAI,https://synai.eu,Netherlands,,AI automation specialist,AI Automation / AI Agents,AI specialist developing AI systems that accelerate processes for Dutch businesses.,,,,,,,https://www.synai.eu/en/ai-specialist/,Services page,SynAI describes itself as an AI automation specialist developing AI systems that accelerate processes for businesses.,Automation monitoring,AI Automation Monitoring Dashboard,I noticed SynAI builds practical AI systems to accelerate business processes for Dutch companies.,Medium,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0238,Vimanatech,https://vimanatech.ch,Switzerland,,AI voice agent development,AI Automation / AI Agents,"Develops voice AI agents for telephony, support and sales for Swiss companies.",,,,,,,https://www.vimanatech.ch/services/ai-voice-agents,Services page,"Vimanatech develops voice AI agents for telephony, support and sales for Swiss businesses.",AI agent monitoring,Voice Agent Support & Sales Dashboard,"I noticed Vimanatech builds voice AI agents for telephony, support and sales.",Medium,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0239,Voisento,https://voisento.de,Germany,,KI-Telefonbot & chatbot provider,AI Automation / AI Agents,Provides AI phone bot and chatbot solutions for companies.,,,,,,,https://voisento.de/,Services page,Voisento offers KI-Telefonbot and chatbot solutions for German businesses.,AI agent monitoring,Voicebot Call Analytics Dashboard,I noticed Voisento provides AI phone bots and chatbots for German companies.,Medium,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0240,Voxworks,https://voxworks.ai,Australia,,AI voice agent platform,AI Automation / AI Agents,"Australian AI voice agent platform with phone system, automations and call design for local businesses.",,,,,,,https://www.voxworks.ai/,Services page,"Voxworks provides voice agents to Australian businesses with a phone system, automations and call design in one platform.",AI agent monitoring,Voice Agent Call Outcomes Dashboard,"I noticed Voxworks combines voice agents, phone system and automations for Australian businesses.",Medium,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0241,Waboom,https://waboom.ai,New Zealand,Auckland,AI agency,AI Automation / AI Agents,"Auckland-headquartered AI agency offering voice agents, AI automation, Microsoft Copilot deployments and training.",,,,,,,https://www.waboom.ai/ai-agency/nz,Services page,"Waboom offers voice agents, AI automation and Copilot deployments as an Auckland AI agency.",AI agent monitoring,Voice Agent & Automation Monitoring Dashboard,I noticed Waboom delivers voice agents and AI automation for NZ businesses.,Medium,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0242,WeAreBrain,https://wearebrain.com,Netherlands,Amsterdam,AI & software agency,AI Automation / AI Agents,Amsterdam-based AI & machine learning agency offering AI and automation services.,,,,,,,https://wearebrain.com/ai-and-machine-learning-agency/,Services page,WeAreBrain markets AI and automation services as an AI & Machine Learning agency from Amsterdam.,AI agent monitoring,Client AI Solution Monitoring Dashboard,I noticed WeAreBrain offers AI and automation services as an Amsterdam AI & ML agency.,Medium,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0243,Webfabrikk,https://webfabrikk.com,Norway,Oslo,AI marketing agency,AI Automation / AI Agents,"AI marketing agency in Oslo and Asker delivering SEO, AEO, websites, automation and custom CRM.",,,,,,,https://webfabrikk.com/,Services page,"Webfabrikk delivers SEO, AEO, websites, automation and customised CRM for Norwegian businesses.",CRM visibility,CRM & Automation Client Dashboard,I noticed Webfabrikk builds customised CRMs and automation alongside AI marketing.,Medium,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0244,Webster,https://webster.sg,Singapore,Singapore,AI agents & digital agency,AI Automation / AI Agents,"Builds AI chat, AI voice agents and AI receptionists for Singapore businesses.",,,,,,,https://www.webster.sg/aiagents,Services page,"Webster builds AI chatbots, AI voice agents and AI receptionists for Singapore businesses.",AI agent monitoring,AI Receptionist & Chatbot Dashboard,I noticed Webster builds AI voice agents and AI receptionists for Singapore businesses.,Medium,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0245,YesAI Agents,https://yesaiagents.com,Australia,,Custom AI agents & voice agents,AI Automation / AI Agents,"Designs, builds and runs custom AI agents and voice agents that answer calls, book jobs, qualify leads and handle support.",,,,,,,https://yesaiagents.com/,Services page,"YesAI Agents builds and runs custom AI and voice agents for Australian businesses that answer calls, book jobs and qualify leads.",AI agent monitoring,Managed AI Agent Performance Dashboard,I noticed YesAI Agents builds and runs voice agents that book jobs and qualify leads for Australian businesses.,Medium,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0246,Canadian.agency,https://canadian.agency,Canada,Toronto,AI & mobile app development,AI Automation / AI Agents,AI and mobile app development company in Toronto.,,,,,,,https://canadian.agency/,Services page,"Positions itself as an AI and mobile app development company in Toronto, Canada.",AI agent monitoring,AI Product Monitoring Dashboard,I noticed Canadian.agency builds AI and mobile apps for Canadian clients.,Low,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0247,Ramora AS,https://ramora.no,Norway,Oslo,AI consultancy,AI Automation / AI Agents,Norwegian AI consultancy publishing an AI knowledge hub on local AI consulting.,,,,,,,https://www.ramora.no/ai-knowledge-hub-1/din-lokale-aikonsulent-i-oslo-og-norge-hva-gjr-de-og-hvorfor-trenger-du-en,Company blog,Ramora publishes content about local AI consulting in Oslo and Norway.,Other,AI Implementation Tracking Dashboard,I noticed Ramora publishes an AI knowledge hub for Norwegian businesses.,Low,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0248,Sovique,https://sovique.ch,Switzerland,,AI agents,AI Automation / AI Agents,Swiss provider offering KI-Agenten (AI agents).,,,,,,,https://www.sovique.ch/ki-agenten,Services page,Sovique has a dedicated KI-Agenten service page.,AI agent monitoring,AI Agent Monitoring Dashboard,I noticed Sovique offers AI agents to Swiss businesses.,Low,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0249,Voltade,https://voltade.com,Singapore,Singapore,AI agent company,AI Automation / AI Agents,Singapore AI company publishing on AI agent providers.,,,,,,,https://voltade.com/blog/best-ai-agent-companies-singapore-2026,Company blog,Voltade publishes content on AI agent companies in Singapore.,AI agent monitoring,AI Agent Operations Dashboard,I noticed Voltade is active in Singapore's AI agent market.,Low,Not found,Evidence from WebSearch result URL/summary; no contact or published email found (search budget exhausted).
DP-0250,Teamtailor,https://teamtailor.com,Sweden,Stockholm,Recruitment software (ATS),B2B SaaS,"Applicant tracking system and employer branding software founded in 2013, based in Stockholm.",,,,,,,https://career.teamtailor.com/departments/data,Job posting,"Teamtailor's careers page describes a small Stockholm Data team that consolidates business data into one database, validates platform data and builds dashboards and apps to drive growth.",Business reporting,Internal Revenue & Product Usage Dashboard,I noticed Teamtailor's small data team is consolidating business data into one database and building dashboards and apps to drive growth.,Medium,Not found,Headcount not confirmed; may be above 300 - verify.
DP-0251,zapfloor,https://zapfloor.com,,,Workspace management software,B2B SaaS,"Workspace management software for coworking spaces, serviced offices, multi-tenant buildings and corporate workspaces (desk booking, visitor management, office utilization).",,,,,,,https://www.luzmo.com/resources/case-study-zapfloor,Case study,Luzmo case study: zapfloor embeds dashboards so customers can monitor real-time office/workstation occupancy; Luzmo blog notes its three basic dashboards became too limited as customer requests grew and engineering capacity was constrained.,Client reporting,Customer-facing Occupancy & Space Utilization Dashboard,I noticed zapfloor outgrew its original three customer dashboards and now has customer success building new datasets to keep up with reporting requests.,Medium,Not found,Already uses Luzmo for embedded analytics; angle is custom dashboard/data-model work around it. Country not confirmed in search results.
DP-0252,Bambuser,,Sweden,Stockholm,Live video commerce software,B2B SaaS,Stockholm-based B2B SaaS company (live video shopping).,,,,,,,https://bambuser.teamtailor.com/jobs/7049899-growth-manager-b2b-saas,Job posting,"Growth Manager (B2B SaaS) posting includes building dashboards and reporting on growth KPIs such as demo booking rate, cost per demo, CAC, activation and retention.",Sales pipeline visibility,Growth Funnel & CAC Dashboard (HubSpot/CRM + ad spend),"I noticed Bambuser's Growth Manager role owns dashboards for demo booking rate, cost per demo, CAC and retention.",Low,Not found,Company website domain not confirmed via search results (only ATS URL). | company website not confirmed in search results
DP-0253,Boost inc,,,,B2B tech,B2B SaaS,B2B tech company hiring a Data Analyst via Personio.,,,,,,,https://boost-inc.jobs.personio.com/job/2262147,Job posting,Personio job listing 'Data Analyst at Boost inc (B2B Tech)'; search summary indicates the role develops and maintains BI dashboards and reports for decision-making.,Business reporting,BI Reporting Dashboard,I noticed Boost inc is hiring a Data Analyst to build and maintain BI dashboards and reports.,Low,Not found,Very limited info; website/country not confirmed. Attribution of dashboard duties to this specific posting is from aggregated search summary. | company website not confirmed in search results
DP-0254,Commspace,,,,Financial adviser commission software,B2B SaaS,"SaaS platform for financial advisers to track and manage commissions, with a 360-degree view of commissions and fees per provider, product or client.",,,,,,,https://www.luzmo.com/case-studies/commspace,Case study,"Luzmo case study describing how Commspace integrates customer-facing dashboards into its platform and built its own UI to add, manage and change dashboards.",Client reporting,Commission & Fee Analytics Dashboard for Advisers,I noticed Commspace built its own management UI on top of embedded dashboards so advisers get a 360-degree view of commissions.,Low,Not found,Website domain and country not confirmed via search results; verify before outreach. | company website not confirmed in search results
DP-0255,Intent Technologies,,,,Real estate data / IoT software,B2B SaaS,SaaS company featured by Luzmo among five SaaS companies scaling customer-facing analytics.,,,,,,,https://www.luzmo.com/blog/scale-customer-facing-analytics,Third-party profile,"Luzmo article 'How 5 SaaS Companies Scaled Customer-Facing Analytics' features Intent Technologies alongside zapfloor, Selligent, Commspace and Leasetrack.",Client reporting,Multi-tenant Customer Analytics Dashboard,"I noticed Intent Technologies was featured for scaling customer-facing analytics with reusable, multi-tenant dashboards.",Low,Not found,Industry inferred loosely; website/country not confirmed via search. | company website not confirmed in search results
DP-0256,Katana,,,,Manufacturing ERP / inventory software,B2B SaaS,Manufacturing and inventory SaaS cited by Luzmo as using AI to turn user questions into visual answers.,,,,,,,https://www.luzmo.com/blog/self-service-analytics-examples-saas,Third-party profile,Luzmo blog states Katana uses AI to turn customer questions into visual answers within its embedded analytics.,Client reporting,AI-assisted Inventory & Production Analytics Dashboard,I noticed Katana lets users ask questions and get visual answers inside its product analytics.,Low,Not found,Website/country not confirmed via search; may exceed 300 staff - verify. | company website not confirmed in search results
DP-0257,Kenjo,,,,HR software,B2B SaaS,HR software company cited by Luzmo as exploring customizable embedded dashboard variants.,,,,,,,https://www.luzmo.com/blog/self-service-analytics-examples-saas,Third-party profile,Luzmo blog on self-service analytics lists Kenjo as exploring customizable dashboard variants for its users.,Client reporting,Customizable HR Analytics Dashboard,I noticed Kenjo is exploring customizable dashboard variants so its customers can shape their own HR reporting.,Low,Not found,Thin evidence; website/country not confirmed via search. | company website not confirmed in search results
DP-0258,Lansweeper,,,,IT asset management software,B2B SaaS,IT asset management platform.,,,,,,,https://www.luzmo.com/blog/self-service-analytics-examples-saas,Third-party profile,Luzmo states Lansweeper embedded analytics to skip about three years of development and places data exploration inside existing product workflows.,Client reporting,IT Asset Inventory Analytics Dashboard,I noticed Lansweeper embedded analytics straight into its asset workflows rather than building BI in-house.,Low,Not found,May exceed 300 staff; website/country not confirmed via search. | company website not confirmed in search results
DP-0259,Spaceflow,,,,Commercial real estate tenant-experience software,B2B SaaS,Tenant-experience platform for commercial real estate.,,,,,,,https://www.luzmo.com/blog/self-service-analytics-examples-saas,Third-party profile,"Luzmo content states Spaceflow migrated to embedded analytics with Luzmo, reducing generic analytics requests by up to 80%.",Client reporting,Tenant Engagement & Building Analytics Dashboard,I noticed Spaceflow cut generic analytics requests by up to 80% after moving to embedded dashboards for landlords.,Low,Not found,Website/country not confirmed via search; existing embedded analytics vendor in place. | company website not confirmed in search results
DP-0260,Air Marketing,https://air-marketing.co.uk,United Kingdom,Exeter,Outsourced sales & lead generation,Sales Outsourcing / Lead Generation,"UK outsourced sales and lead-generation agency (founded 2016) offering telemarketing, appointment setting, outsourced SDRs, inside sales and HubSpot marketing for B2B clients.",,,contact@air-marketing.co.uk,https://leadiq.com/c/air-marketing/5a1d9da42300005e008d81bb,,https://uk.linkedin.com/company/air-marketing-ltd,https://www.air-marketing.co.uk/case_study_type/sales/,Case study,Air Marketing case studies highlight visibility of performance via an online portal and bespoke dashboards for clients; its outsourced SDRs work inside clients' HubSpot.,Multi client reporting,Multi Client HubSpot SDR Performance Dashboard,I noticed your case studies call out the online portal and bespoke dashboards as critical for client transparency on SDR performance.,High,Listed in third-party directory (verify before sending),"Email seen in search summary for the domain query (LeadIQ profile among results); verify source before sending. Address: Brittany House, New North Rd, Exeter."
DP-0261,Match-day,https://match-day.nl,Netherlands,Bunschoten-Spakenburg,Outbound sales / lead generation,Sales Outsourcing / Lead Generation,"Dutch outbound sales and lead-generation agency (est. 2015) with 60+ sales development professionals, also a HubSpot partner doing CRM implementation.",,,info@match-day.nl,https://nl.linkedin.com/company/match-day,,https://nl.linkedin.com/company/match-day,https://ecosystem.hubspot.com/marketplace/solutions/match-day,Partner directory listing,"Match-day is listed as a HubSpot partner specialising in CRM implementation alongside outbound sales, lead generation and pipeline generation services.",Sales pipeline visibility,Multi Client HubSpot Pipeline & Meetings Dashboard,I noticed you combine outbound SDR teams with HubSpot CRM implementation for B2B clients.,High,Listed in third-party directory (verify before sending),"Email appeared in search summary for '@match-day.nl' (LinkedIn/company pages among results); verify. Address De Kronkels 16B, 3752 LM Bunschoten-Spakenburg."
DP-0262,Callbox,https://callboxinc.com,Australia,,Outsourced SDR / lead generation,Sales Outsourcing / Lead Generation,Multi-channel B2B lead generation and outsourced SDR provider with an Australian service offering.,,,,,,,https://www.callboxinc.com/au/outsourced-sdr-services/,Services page,"Callbox offers outsourced SDR services to increase B2B sales meetings, with SDRs backed by data and multi-channel outreach.",Multi client reporting,Multi-Channel Campaign & Meetings Dashboard,I noticed your outsourced SDR offer relies on data-backed multi-channel outreach for B2B clients.,Medium,Not found,"Global provider; country reflects the AU service page, HQ not verified."
DP-0263,Firm NL,https://firm-nl.com,Netherlands,,B2B lead generation / sales outsourcing,Sales Outsourcing / Lead Generation,"Dutch B2B lead-generation company providing sales outsourcing, structured outreach and qualified meetings in Europe.",,,,,,,https://www.firm-nl.com/service/b2b-lead-generation,Services page,FirmNL builds client pipelines through structured outreach and qualified meetings via sales outsourcing in Europe.,Sales pipeline visibility,Client Pipeline & Qualified Meetings Dashboard,I noticed you sell structured outreach and qualified meetings as a sales-outsourcing service across Europe.,Medium,Not found,No contact found.
DP-0264,HANGAR49,https://hangar49.com,Sweden,Stockholm,Demand generation / outbound,Sales Outsourcing / Lead Generation,"Demand-generation agency running outbound as continuous experimentation, reporting 1,200+ meetings booked monthly across 250+ companies in 15 countries.",,,,,,,https://welcome.hangar49.com/b2b-lead-gen/stockholm,Services page,"HANGAR49 reports booking more than 1,200 meetings per month for 250+ client companies across 15 countries.",Multi client reporting,Multi Client Meetings & Experiment Results Dashboard,"I noticed you book 1,200+ meetings a month across 250+ client companies and run outbound as continuous experiments.",Medium,Not found,Location from Stockholm landing page; HQ not verified.
DP-0265,INVICTUS,https://invictus-lead-generation.de,Germany,Berlin,B2B lead generation,Sales Outsourcing / Lead Generation,"Berlin-based B2B lead-generation agency with 17+ years in DACH, helping international companies grow in Germany, Austria and Switzerland.",,,,,,,https://www.invictus-lead-generation.de/en/,Services page,"INVICTUS runs B2B lead generation for DACH markets combining SEO, GEO, performance marketing, social selling and content.",Multi client reporting,Multi-Channel Lead Gen Reporting Dashboard,"I noticed you run multi-channel DACH lead generation spanning SEO, performance marketing and social selling for international clients.",Medium,Not found,No contact found.
DP-0266,Konsyg,https://konsyg.com,United Kingdom,,Outsourced SDR / sales development,Sales Outsourcing / Lead Generation,"B2B lead generation and sales outsourcing partner running SDR-as-a-service programmes (cold email, cold calling, LinkedIn, appointment setting) across UK, EU, US and Canada.",,,,,,,https://konsyg.com/uk/,Services page,"Konsyg recruits, onboards and runs outsourced SDR teams for clients across UK, EU and North America, handling outreach, qualification and appointment setting.",Multi client reporting,Multi Client SDR Activity & Meetings Dashboard,"I noticed you run SDR-as-a-service programmes for clients across the UK, EU and North America.",Medium,Not found,Multi-region; country set from UK page with London-facing operations - HQ not verified.
DP-0267,Martal Group,https://martal.ca,Canada,,Outsourced SDR / B2B lead generation,Sales Outsourcing / Lead Generation,"B2B lead generation and outsourced sales agency acting as an extension of or a fully outsourced sales engine for clients, with teams in North America, Europe (incl. Germany) and LATAM.",,,,,,,https://martal.ca/en-de/lead-generation-germany/,Services page,"Martal manages outbound execution end-to-end for some clients and generates/qualifies opportunities for others, using onshore teams across several regions.",Multi client reporting,Multi Client Outbound Pipeline Dashboard,"I noticed you run outbound end-to-end for clients with onshore SDR teams across North America, Europe and LATAM.",Medium,Not found,Country from .ca domain; city not verified.
DP-0268,Nousu Collective,https://nousucollective.com,Australia,Sydney,Outsourced SDR / appointment setting,Sales Outsourcing / Lead Generation,"Sydney-based B2B outbound SDR agency with a 100% Australian, phone-first team booking meetings for SaaS, fintech, AI/tech and professional services clients.",,,,,,,https://www.nousucollective.com/about,Services page,"Nousu reviews performance weekly with clients and shares call recordings, email metrics, response rates and meeting outcomes.",Client reporting,"Multi Client Outbound Campaign Dashboard (calls, email, meetings)","I noticed you give clients weekly visibility into call recordings, email metrics, response rates and meeting outcomes.",Medium,Not found,No named contact or email found in search results.
DP-0269,Purple Sales,https://mypurplesales.com,Canada,Toronto,Outsourced sales & marketing,Sales Outsourcing / Lead Generation,"Toronto-based B2B outsourced sales and marketing firm (since 2017) and Gold HubSpot agency offering outsourced SDRs/BDRs, appointment setting and multi-step prospecting.",,,,,,,https://mypurplesales.com/,Services page,"Purple Sales is a Gold B2B HubSpot agency managing outbound programmes including data research, outsourced SDRs/BDRs and appointment setting.",CRM visibility,Multi Client HubSpot Outbound Dashboard,I noticed you pair outsourced SDR programmes with Gold-tier HubSpot agency work.,Medium,Not found,No contact found in results.
DP-0270,Belkins,https://belkins.io,,,B2B appointment setting,Sales Outsourcing / Lead Generation,B2B appointment-setting and lead-generation agency publishing guides on appointment setting companies.,,,,,,,https://belkins.io/blog/best-appointment-setting-companies-uk,Company blog,"Belkins publishes rankings of B2B appointment setting companies in the UK, reflecting its focus on outsourced appointment setting.",Multi client reporting,Multi Client Appointment Setting Dashboard,I noticed you publish UK appointment-setting market research while running appointment setting for B2B clients.,Low,Not found,Country not verified in search results.
DP-0271,DevCommX,https://devcommx.com,,,B2B lead generation / appointment setting,Sales Outsourcing / Lead Generation,B2B lead-generation provider that manages lead qualification (BANT/MEDDIC) before booking meetings for clients' AEs.,,,,,,,https://www.devcommx.com/b2b-lead-generation/stockholm,Services page,DevCommX applies consistent qualification criteria like BANT or MEDDIC so every booked meeting meets minimum quality standards.,Data quality,Meeting Qualification & Pipeline Quality Dashboard,I noticed you apply BANT/MEDDIC qualification to every meeting before it reaches client AEs.,Low,Not found,HQ country not verified; evidence page targets Stockholm.
DP-0272,Fontakt,https://fontakt.com,,,B2B lead generation / appointment setting,Sales Outsourcing / Lead Generation,"B2B lead-generation agency with 20+ years serving the Baltic and Nordic markets with multilingual, phone-led appointment setting.",,,,,,,https://fontakt.com/top-5-lead-generation-companies-in-sweden/,Company blog,"Fontakt focuses on phone-led, multilingual outbound lead generation and appointment setting across the Nordics.",Client reporting,Multilingual Call Campaign Dashboard,I noticed you run multilingual phone-led appointment setting across the Baltic and Nordic markets.,Low,Not found,Country not verified (Baltic-based per results).
DP-0273,Leadsbro,https://leadsbro.com,,,B2B outreach / lead generation,Sales Outsourcing / Lead Generation,"Lead-generation agency offering cold email, LinkedIn outreach and GTM strategy on month-to-month engagements.",,,,,,,https://leadsbro.com/se/stockholm-county/stockholm,Services page,"Leadsbro offers cold email, LinkedIn and GTM strategy services with month-to-month engagements and no lock-in.",Client reporting,Client Cold Email & LinkedIn Results Dashboard,I noticed you run month-to-month cold email and LinkedIn outreach programmes for B2B clients.,Low,Not found,Country not verified.
DP-0274,LevelUp Leads,https://levelupleads.io,,,Outsourced SDR / lead generation,Sales Outsourcing / Lead Generation,Lead-generation company offering outsourced SDR services.,,,,,,,https://levelupleads.io/,Services page,LevelUp Leads markets itself as a lead generation company providing outsourced SDR services.,Multi client reporting,Multi Client SDR Pipeline Dashboard,I noticed you offer outsourced SDR programmes as your core lead-generation service.,Low,Not found,Country not verified; minimal evidence.
DP-0275,SalesBread,https://salesbread.com,,,Outbound / outsourced SDR,Sales Outsourcing / Lead Generation,B2B outbound lead-generation agency publishing research on outsourced SDR agencies.,,,,,,,https://salesbread.com/outsourced-sdr/,Company blog,"SalesBread publishes a comparison of outsourced SDR agencies, indicating it operates in the outsourced SDR/outbound space.",Client reporting,Client Outbound Results Dashboard,I noticed you publish detailed comparisons of outsourced SDR agencies.,Low,Not found,Country not verified; evidence indirect.
DP-0276,SalesCaptain,https://salescaptain.io,,,Outbound sales agency,Sales Outsourcing / Lead Generation,"B2B outbound agency generating leads via cold email, LinkedIn outreach and multichannel campaigns using AI-driven tools and intent data.",,,,,,,https://www.salescaptain.io/b2b-appointment-setting-agencies/netherlands,Company blog,"SalesCaptain runs cold email, LinkedIn and multichannel outbound campaigns using AI-driven tools and intent data for SaaS, agencies and service providers.",Automation monitoring,Outbound Automation & Campaign Monitoring Dashboard,I noticed you run AI-driven multichannel outbound using intent data for SaaS and agency clients.,Low,Not found,Country not verified.
DP-0277,Telemarketing Professionals,https://telemarketingprofessionals.com.au,Australia,,Telemarketing / appointment setting,Sales Outsourcing / Lead Generation,Australian telemarketing and outsourced SDR/appointment-setting provider publishing guides on outsourcing appointment setting.,,,,,,,https://telemarketingprofessionals.com.au/outsource-sdr-appointment-setting-australia/,Company blog,The company publishes guidance on choosing an SDR and telemarketing agency for outsourced appointment setting in Australia.,Client reporting,Multi Client Telemarketing Campaign Dashboard,I noticed you advise B2B firms on outsourcing SDR and appointment setting in Australia.,Low,Not found,No contact found.
DP-0278,UpliftSales,https://upliftsales.com.au,Australia,,Outsourced SDR / appointment setting,Sales Outsourcing / Lead Generation,"Australian outsourced SDR agency focused on B2B technology, cold calling and appointment setting in Australian business hours with no offshore call centres.",,,,,,,https://upliftsales.com.au/blog/best-appointment-setting-companies-australia,Company blog,UpliftSales positions itself as an onshore outsourced SDR and appointment-setting agency for B2B tech companies in Australia.,Client reporting,Client Appointment Setting Performance Dashboard,I noticed you run onshore outbound SDR programmes exclusively for B2B tech clients in Australia.,Low,Not found,Evidence is general service positioning; no contact found.
DP-0279,Absolute Design,https://absolute-design.co.uk,United Kingdom,Nottingham,Ecommerce agency (Shopify),Shopify / Ecommerce Agency,Nottingham-based Shopify Plus agency.,,,,,,,https://www.absolute-design.co.uk/pages/shopify-plus,Services page,"Shopify Plus page states they have implemented integrations with CRM and ERP platforms through APIs, bespoke apps and custom theme code.",Data integration,Shopify-CRM-ERP Integration Monitoring Dashboard,I noticed you build CRM and ERP integrations for Shopify Plus clients via APIs and bespoke apps.,Medium,Not found,No contact/email found: search budget exhausted before contact searches.
DP-0280,Absolute Web,https://absoluteweb.com,,,Ecommerce agency (Shopify),Shopify / Ecommerce Agency,Ecommerce agency publishing NetSuite-Shopify enterprise integration guidance.,,,,,,,https://absoluteweb.com/netsuite-shopify-integration-the-enterprise-guide-to-streamlining-ecommerce-operations/,Company blog,Describes merging multiple Shopify storefronts into a single NetSuite instance for unified reporting.,Multi client reporting,Unified Multi-Storefront NetSuite Reporting Dashboard,I noticed you write about merging multiple Shopify storefronts into one NetSuite for unified reporting.,Medium,Not found,Country not confirmed in results. No contact/email found: search budget exhausted before contact searches.
DP-0281,Ask Phill,https://askphill.com,Netherlands,Amsterdam,Ecommerce agency (Shopify),Shopify / Ecommerce Agency,Shopify Plus Platinum Partner in Amsterdam with 200+ stores launched and 60+ experts.,,,,,,,https://askphill.com/,Services page,"Leading Shopify Plus agency in Europe with 10+ years, 200+ stores launched and 60+ experts.",Multi client reporting,Multi-Store Shopify Plus Portfolio Dashboard,I noticed you have launched 200+ Shopify Plus stores from Amsterdam.,Medium,Not found,Careers site: jobs.askphill.com No contact/email found: search budget exhausted before contact searches.
DP-0282,Binary Future,https://binaryfuture.io,Canada,Toronto,Ecommerce agency (Shopify),Shopify / Ecommerce Agency,Toronto-based Shopify Plus Partner focused on bidirectional Shopify-ERP sync.,,,,,,,https://binaryfuture.io/blog/woocommerce-shopify/top-shopify-erp-integration-agency-in-canada/,Company blog,"Core work keeps Shopify and ERPs (NetSuite, SAP, Microsoft Dynamics) in bidirectional sync; also CRM/ERP integrations and custom apps.",API monitoring,Shopify-ERP Sync Monitoring Dashboard,"I noticed your core work is keeping Shopify in bidirectional sync with NetSuite, SAP and Dynamics.",Medium,Not found,Strong fit: integration-first agency. No contact/email found: search budget exhausted before contact searches.
DP-0283,CO-OP Agency,https://co-op.se,Sweden,,Ecommerce agency (Shopify),Shopify / Ecommerce Agency,"Swedish Shopify agency helping with B2C, B2B, Shopify Plus and integrations.",,,,,,,https://co-op.se/shopify-byra-sverige/,Services page,"Shopify agency page for B2B, Plus and integrations for Swedish companies.",Data integration,Shopify B2B Integration Dashboard,"I noticed you highlight B2B, Plus and integrations as core Shopify services.",Medium,Not found,No contact/email found: search budget exhausted before contact searches.
DP-0284,Digitalsprung,https://digitalsprung.de,Germany,,Ecommerce agency (Shopify),Shopify / Ecommerce Agency,"Shopify agency with Swiss/Zürich offering including Shopify Plus, multi-currency and Shopify Markets.",,,,,,,https://digitalsprung.de/shopify-agentur/schweiz,Services page,Offers enterprise Shopify Plus with multi-currency (CHF/EUR/USD) and Shopify Markets for international brands.,Business reporting,Multi-Currency Shopify Markets Dashboard,I noticed you set up multi-currency CHF/EUR/USD Shopify Markets for Swiss brands.,Medium,Not found,Also has Zürich location page. No contact/email found: search budget exhausted before contact searches.
DP-0285,Dream Production,https://dreamproduction.com,Switzerland,Zürich,Ecommerce agency (Shopify),Shopify / Ecommerce Agency,"Zürich Shopify agency with 20+ consultants, developers and UX specialists.",,,,,,,https://dreamproduction.com/shopify-agentur/,Services page,"12+ years implementing complex ecommerce platforms and integrating marketing and ERP systems (themes, apps, headless, Hydrogen).",Data integration,Shopify-ERP-Marketing Integration Dashboard,I noticed you integrate marketing and ERP systems into Shopify for Swiss merchants.,Medium,Not found,No contact/email found: search budget exhausted before contact searches.
DP-0286,DTAILS,https://dtails.dk,Denmark,Copenhagen,Ecommerce agency (Shopify),Shopify / Ecommerce Agency,Denmark's most experienced Shopify agency with 38 Shopify-only experts.,,,,,,,https://dtails.dk/,Services page,"Shopify Plus agency delivering advanced solutions, integrations and custom-built apps for B2C and B2B.",Data integration,Shopify Integration & Custom App Monitoring Dashboard,I noticed your 38-person team builds Shopify integrations and custom apps.,Medium,Not found,No contact/email found: search budget exhausted before contact searches.
DP-0287,Grafikr,https://grafikr.agency,Denmark,,Ecommerce agency (Shopify),Shopify / Ecommerce Agency,"Denmark's only Shopify Platinum Partner, focused on fashion and lifestyle brands.",,,,,,,https://grafikr.agency/,Services page,"Certified Shopify Plus agency specialising in ecommerce, development, CRO and integrations.",Data integration,Fashion Brand Shopify + Integrations Dashboard,I noticed you do integrations for fashion and lifestyle brands as a Platinum Partner.,Medium,Not found,No contact/email found: search budget exhausted before contact searches.
